Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
681,Trapped in the abyss of loneliness.  ,1,2023-04-21 17:10:00,AbyssalLoneliness  ,Instagram ,Friday,Evening,776,108,49,933,37,6,0,0,1,0,17,False,133.28571428571428,0.8308351177730193,0.11563169164882227,0.05246252676659529
682,Tormented by endless regrets.  ,1,2023-04-22 17:10:00,RegretRidden  ,Facebook ,Saturday,Evening,898,102,17,1017,31,4,0,0,1,0,17,True,203.4,0.8821218074656189,0.10019646365422397,0.01669941060903733
683,Suffocating under the weight of despair.  ,1,2023-04-23 17:10:00,DespairWeight  ,Twitter ,Sunday,Evening,139,192,98,429,42,6,0,0,1,0,17,True,61.285714285714285,0.32325581395348835,0.44651162790697674,0.22790697674418606
684,Sinking deeper into the darkness.  ,1,2023-04-24 17:10:00,DeeperDarkness  ,Instagram ,Monday,Evening,825,196,70,1091,35,5,0,0,1,0,17,False,181.83333333333334,0.7554945054945055,0.1794871794871795,0.0641025641025641
685,Torn apart by relentless agony.  ,1,2023-04-25 17:10:00,RelentlessAgony  ,Facebook ,Tuesday,Evening,654,92,70,816,33,5,0,0,1,0,17,False,136.0,0.8004895960832313,0.11260709914320685,0.08567931456548347
686,Haunted by past mistakes.  ,1,2023-04-26 17:10:00,MistakeHaunted  ,Twitter ,Wednesday,Evening,971,113,98,1182,27,4,0,0,1,0,17,False,236.4,0.8207945900253593,0.09551986475063398,0.08284023668639054
687,Consumed by bitterness and resentment.  ,1,2023-04-27 17:10:00,BitterResentment  ,Instagram ,Thursday,Evening,651,167,65,883,40,5,0,0,1,0,17,False,147.16666666666666,0.7364253393665159,0.18891402714932126,0.07352941176470588
688,Forsaken by hope and abandoned by love.  ,1,2023-04-28 17:10:00,ForsakenHope  ,Facebook ,Friday,Evening,467,74,74,615,41,7,0,0,1,0,17,False,76.875,0.7581168831168831,0.12012987012987013,0.12012987012987013
689,Wandering aimlessly in the darkness.  ,1,2023-04-29 17:10:00,AimlessWanderer  ,Instagram ,Saturday,Evening,164,162,85,411,38,5,0,0,1,0,17,True,68.5,0.39805825242718446,0.3932038834951456,0.20631067961165048
690,Struggling to find light in the darkness.  ,1,2023-04-30 17:10:00,LightlessStruggle  ,Twitter ,Sunday,Evening,666,78,5,749,43,7,0,0,1,0,17,True,93.625,0.888,0.104,0.006666666666666667
691,Tangled in the web of despair.  ,1,2023-05-01 17:10:00,WebOfDespair  ,Facebook ,Monday,Evening,952,67,2,1021,32,6,0,0,1,0,17,False,145.85714285714286,0.9315068493150684,0.06555772994129158,0.0019569471624266144
692,Gripped by the claws of hopelessness.  ,1,2023-05-02 17:10:00,HopelessGrip  ,Instagram ,Tuesday,Evening,245,160,22,427,39,6,0,0,1,0,17,False,61.0,0.572429906542056,0.37383177570093457,0.0514018691588785
693,Numb to the pain of existence.  ,1,2023-05-03 17:10:00,NumbExistence  ,Twitter ,Wednesday,Evening,875,64,57,996,32,6,0,0,1,0,17,False,142.28571428571428,0.8776328986960883,0.0641925777331996,0.05717151454363089
694,Shrouded in the veil of sorrow.  ,1,2023-05-04 17:10:00,VeiledSorrow  ,Instagram ,Thursday,Evening,550,83,66,699,33,6,0,0,1,0,17,False,99.85714285714286,0.7857142857142857,0.11857142857142858,0.09428571428571429
695,Cursed by the echoes of regret.  ,1,2023-05-05 17:10:00,EchoRegret  ,Facebook ,Friday,Evening,675,41,74,790,33,6,0,0,1,0,17,False,112.85714285714286,0.8533501896333755,0.051833122629582805,0.09355246523388117
696,Suffering in silence.  ,1,2023-05-06 17:10:00,SilentSufferer  ,Twitter ,Saturday,Evening,542,26,98,666,23,3,0,0,1,0,17,True,166.5,0.8125937031484258,0.038980509745127435,0.1469265367316342
697,Forsaken by faith and betrayed by fate.  ,1,2023-05-07 17:10:00,BetrayedFate  ,Instagram ,Sunday,Evening,124,152,16,292,41,7,0,0,1,0,17,True,36.5,0.4232081911262799,0.5187713310580204,0.05460750853242321
698,Withering away in the depths of despair.  ,1,2023-05-08 17:10:00,WitheredSoul  ,Facebook ,Monday,Evening,462,100,51,613,42,7,0,0,1,0,17,False,76.625,0.752442996742671,0.16286644951140064,0.08306188925081433
699,Shattered illusions and shattered dreams.  ,1,2023-05-09 17:10:00,IllusionShatterer  ,Twitter ,Tuesday,Evening,425,72,39,536,43,5,0,0,1,0,17,False,89.33333333333333,0.7914338919925512,0.1340782122905028,0.07262569832402235
700,Blinded by the darkness within.  ,1,2023-05-10 17:10:00,InnerDarkness  ,Instagram ,Wednesday,Evening,469,196,86,751,33,5,0,0,1,0,17,False,125.16666666666667,0.6236702127659575,0.26063829787234044,0.11436170212765957
701,Lost in the labyrinth of despair.  ,1,2023-05-11 17:10:00,LabyrinthLost  ,Facebook ,Thursday,Evening,778,21,76,875,35,6,0,0,1,0,17,False,125.0,0.8881278538812786,0.023972602739726026,0.0867579908675799
702,Stranded in the wasteland of sorrow.  ,1,2023-05-12 17:10:00,WastelandSorrows  ,Twitter ,Friday,Evening,326,16,88,430,38,6,0,0,1,0,17,False,61.42857142857143,0.7563805104408353,0.037122969837587005,0.20417633410672853
703,Forsaken by the light of hope.  ,1,2023-02-05 19:30:00,ForsakenLight  ,Instagram ,Sunday,Evening,810,154,40,1004,32,6,0,0,1,0,19,True,143.42857142857142,0.8059701492537313,0.15323383084577114,0.03980099502487562
704,Drowning in a river of tears.  ,1,2023-02-06 19:30:00,TearRiver  ,Twitter ,Monday,Evening,725,149,38,912,31,6,0,0,1,0,19,False,130.28571428571428,0.7940854326396495,0.16319824753559695,0.0416210295728368
705,Shackled by the chains of despair.  ,1,2023-02-07 19:30:00,ChainsOfDespair  ,Twitter ,Tuesday,Evening,443,142,60,645,36,6,0,0,1,0,19,False,92.14285714285714,0.6857585139318886,0.21981424148606812,0.09287925696594428
706,Cursed by the cruel hand of fate.  ,1,2023-02-08 19:30:00,CruelFateCurse  ,Facebook ,Wednesday,Evening,918,122,59,1099,35,7,0,0,1,0,19,False,137.375,0.8345454545454546,0.11090909090909092,0.053636363636363635
707,Shattered by the storms of life.  ,1,2023-02-09 19:30:00,LifeStorms  ,Instagram ,Thursday,Evening,506,197,10,713,34,6,0,0,1,0,19,False,101.85714285714286,0.7086834733893558,0.2759103641456583,0.014005602240896359
708,Wounded by the arrows of betrayal.  ,1,2023-02-10 19:30:00,BetrayalWounded  ,Twitter ,Friday,Evening,969,26,99,1094,36,6,0,0,1,0,19,False,156.28571428571428,0.8849315068493151,0.023744292237442923,0.09041095890410959
709,Drifting in a sea of emptiness.  ,1,2023-02-11 19:30:00,EmptinessDrifter  ,Facebook ,Saturday,Evening,241,124,64,429,33,6,0,0,1,0,19,True,61.285714285714285,0.5604651162790698,0.28837209302325584,0.14883720930232558
710,Trapped in the prison of regret.  ,1,2023-02-12 19:30:00,RegretPrisoner  ,Instagram ,Sunday,Evening,788,54,63,905,34,6,0,0,1,0,19,True,129.28571428571428,0.869757174392936,0.059602649006622516,0.0695364238410596
711,Abandoned by the warmth of love.  ,1,2023-02-13 19:30:00,LoveAbandoned  ,Instagram ,Monday,Evening,738,18,49,805,34,6,0,0,1,0,19,False,115.0,0.9156327543424317,0.022332506203473945,0.060794044665012405
712,Torn apart by the winds of change.  ,1,2023-02-14 19:30:00,ChangeTorn  ,Twitter ,Tuesday,Evening,148,196,64,408,36,7,0,0,1,0,19,False,51.0,0.36185819070904646,0.4792176039119804,0.15647921760391198
713,Forsaken by the promise of tomorrow.  ,1,2023-02-15 19:30:00,TomorrowForsaken  ,Instagram ,Wednesday,Evening,597,179,32,808,38,6,0,0,1,0,19,False,115.42857142857143,0.7379480840543882,0.22126081582200247,0.03955500618046971
714,Shattered by the weight of expectation.  ,1,2023-02-16 19:30:00,ExpectationWeight  ,Facebook ,Thursday,Evening,145,33,7,185,41,6,0,0,1,0,19,False,26.428571428571427,0.7795698924731183,0.1774193548387097,0.03763440860215054
715,Struggling to find purpose in the pain.  ,1,2023-02-17 19:30:00,PurposelessStruggle  ,Twitter ,Friday,Evening,713,168,21,902,41,7,0,0,1,0,19,False,112.75,0.7895902547065338,0.18604651162790697,0.023255813953488372
716,Lost in the maze of misery.  ,1,2023-02-18 19:30:00,MiseryMaze  ,Instagram ,Saturday,Evening,712,184,20,916,29,6,0,0,1,0,19,True,130.85714285714286,0.7764449291166848,0.20065430752453653,0.021810250817884406
717,Haunted by the ghosts of the past.  ,1,2023-02-19 19:30:00,MiseryMaze  ,Facebook ,Sunday,Evening,239,129,26,394,36,7,0,0,1,0,19,True,49.25,0.6050632911392405,0.3265822784810127,0.06582278481012659
718,Suffocated by the silence of solitude.  ,1,2023-02-20 19:30:00,GhostHaunted  ,Twitter ,Monday,Evening,785,11,68,864,40,6,0,0,1,0,19,False,123.42857142857143,0.9075144508670521,0.012716763005780347,0.07861271676300578
719,Forsaken by fortune and abandoned by fate.  ,1,2023-02-21 19:30:00,SolitudeSuffocation  ,Instagram ,Tuesday,Evening,86,33,86,205,44,7,0,0,1,0,19,False,25.625,0.4174757281553398,0.16019417475728157,0.4174757281553398
720,Shattered dreams and shattered illusions.  ,1,2023-02-22 19:30:00,FortuneForsaker  ,Facebook ,Wednesday,Evening,829,143,15,987,43,5,0,0,1,0,19,False,164.5,0.8390688259109311,0.14473684210526316,0.015182186234817813
721,Withering away in the garden of despair.  ,1,2023-02-23 19:30:00,IllusionDreamShatterer  ,Twitter ,Thursday,Evening,418,37,85,540,42,7,0,0,1,0,19,False,67.5,0.7726432532347505,0.06839186691312385,0.15711645101663585
722,Torn asunder by the tempest of turmoil.  ,1,2023-02-24 19:30:00,TempestTurmoil  ,Instagram ,Friday,Evening,744,138,79,961,41,7,0,0,1,0,19,False,120.125,0.7733887733887734,0.14345114345114346,0.08212058212058213
723,Consumed by the flames of despair.  ,1,2023-02-25 19:30:00,FlameConsumed  ,Facebook ,Saturday,Evening,574,115,86,775,36,6,0,0,1,0,19,True,110.71428571428571,0.7396907216494846,0.1481958762886598,0.11082474226804123
724,Lost in the depths of despair.  ,1,2023-02-26 19:30:00,DepthsLost  ,Twitter ,Sunday,Evening,328,83,92,503,32,6,0,0,1,0,19,True,71.85714285714286,0.6507936507936508,0.16468253968253968,0.18253968253968253
725,Trapped in the cycle of self-destruction.  ,1,2023-02-27 19:30:00,SelfDestructionCycle  ,Instagram ,Monday,Evening,266,164,14,444,43,6,0,0,2,0,19,False,63.42857142857143,0.597752808988764,0.3685393258426966,0.03146067415730337
726,Shattered hopes and shattered dreams.  ,1,2023-02-28 19:30:00,ShatteredHopes  ,Facebook ,Tuesday,Evening,916,183,27,1126,39,5,0,0,1,0,19,False,187.66666666666666,0.8127772848269743,0.16237799467613132,0.023957409050576754
727,Forsaken by faith and abandoned by hope.  ,1,2023-03-01 19:30:00,FaithAbandoned  ,Twitter ,Wednesday,Evening,922,62,40,1024,42,7,0,0,1,0,19,False,128.0,0.8995121951219512,0.06048780487804878,0.03902439024390244
728,Suffocating in the grip of despair.  ,1,2023-03-02 19:30:00,DespairGrip  ,Instagram ,Thursday,Evening,847,30,58,935,37,6,0,0,1,0,19,False,133.57142857142858,0.9049145299145299,0.03205128205128205,0.06196581196581197
729,Cursed by the curse of despair.  ,1,2023-03-03 19:30:00,CursedDespair  ,Facebook ,Friday,Evening,322,178,28,528,33,6,0,0,1,0,19,False,75.42857142857143,0.6086956521739131,0.33648393194706994,0.052930056710775046
730,Drifting in the sea of sorrow.  ,1,2023-03-04 19:30:00,SeaSorrow  ,Twitter ,Saturday,Evening,930,33,26,989,32,6,0,0,1,0,19,True,141.28571428571428,0.9393939393939394,0.03333333333333333,0.026262626262626262
731,Torn apart by the ravages of time.  ,1,2023-03-05 19:30:00,RavagesTime  ,Instagram ,Sunday,Evening,111,8,63,182,36,7,0,0,1,0,19,True,22.75,0.6065573770491803,0.04371584699453552,0.3442622950819672
732,Blinded by the darkness of despair.  ,1,2023-03-06 19:30:00,DespairBlind  ,Facebook ,Monday,Evening,645,103,66,814,37,6,0,0,1,0,19,False,116.28571428571429,0.7914110429447853,0.1263803680981595,0.08098159509202454
733,Shackled by the chains of regret.  ,1,2023-03-07 19:30:00,RegretShackles  ,Instagram ,Tuesday,Evening,929,145,25,1099,35,6,0,0,1,0,19,False,157.0,0.8445454545454546,0.1318181818181818,0.022727272727272728
734,Forsaken by love and abandoned by fate.  ,1,2023-03-08 19:30:00,LoveForsaken  ,Twitter ,Wednesday,Evening,778,43,3,824,41,7,0,0,1,0,19,False,103.0,0.943030303030303,0.052121212121212124,0.0036363636363636364
735,Shattered by the storms of sorrow.  ,1,2023-03-09 19:30:00,SorrowStorms  ,Facebook ,Thursday,Evening,391,19,72,482,36,6,0,0,1,0,19,False,68.85714285714286,0.8095238095238095,0.039337474120082816,0.14906832298136646
736,Trapped in the darkness of despair.  ,1,2023-03-10 19:30:00,DarknessTrapped  ,Instagram ,Friday,Evening,446,123,44,613,37,6,0,0,1,0,19,False,87.57142857142857,0.7263843648208469,0.2003257328990228,0.07166123778501629
737,Lost in the wilderness of the soul.  ,1,2023-03-11 19:30:00,WildernessLost  ,Twitter ,Saturday,Evening,748,33,97,878,37,7,0,0,1,0,19,True,109.75,0.850967007963595,0.03754266211604096,0.11035267349260523
738,Suffocating in the silence of solitude.  ,1,2023-03-12 19:30:00,SoulSilence  ,Instagram ,Sunday,Evening,68,161,42,271,41,6,0,0,1,0,19,True,38.714285714285715,0.25,0.5919117647058824,0.15441176470588236
739,Shattered dreams and shattered hopes.  ,1,2023-03-13 19:30:00,DesertDespair  ,Facebook ,Monday,Evening,226,79,99,404,39,5,0,0,1,0,19,False,67.33333333333333,0.5580246913580247,0.19506172839506172,0.24444444444444444
740,Withering away in the desert of despair.  ,1,2023-03-14 19:30:00,FateTides  ,Twitter ,Tuesday,Evening,661,120,6,787,42,7,0,0,1,0,19,False,98.375,0.8388324873096447,0.15228426395939088,0.007614213197969543
741,Torn apart by the tides of fate.  ,1,2023-03-15 19:30:00,FateAbandoned  ,Instagram ,Wednesday,Evening,445,36,39,520,34,7,0,0,1,0,19,False,65.0,0.8541266794625719,0.0690978886756238,0.07485604606525911
742,Forsaken by fortune and abandoned by fate.  ,1,2023-03-16 19:30:00,VoidDrifter  ,Facebook ,Thursday,Evening,494,134,52,680,44,7,0,0,1,0,19,False,85.0,0.7254038179148311,0.19676945668135096,0.0763582966226138
743,Drifting in the void of emptiness.  ,1,2023-03-17 19:30:00,EchoesRegret  ,Twitter ,Friday,Evening,282,179,23,484,36,6,0,0,1,0,19,False,69.14285714285714,0.5814432989690722,0.36907216494845363,0.04742268041237113
744,Shattered by the echoes of regret.  ,1,2023-03-18 19:30:00,DespairCycle  ,Instagram ,Saturday,Evening,964,88,89,1141,36,6,0,0,1,0,19,True,163.0,0.8441330998248686,0.07705779334500876,0.07793345008756568
745,Trapped in the cycle of despair.  ,1,2023-03-19 19:30:00,SoulDarkness  ,Facebook ,Sunday,Evening,125,26,50,201,34,6,0,0,1,0,19,True,28.714285714285715,0.6188118811881188,0.12871287128712872,0.24752475247524752
746,Blinded by the darkness of the soul.  ,1,2023-03-20 19:30:00,SorrowSuffocation  ,Twitter ,Monday,Evening,314,31,43,388,38,7,0,0,1,0,19,False,48.5,0.8071979434447301,0.07969151670951156,0.11053984575835475
747,Suffocated by the weight of sorrow.,1,2023-03-21 19:30:00,WeightSuffocation  ,Instagram ,Tuesday,Evening,504,199,19,722,35,6,0,0,1,0,19,False,103.14285714285714,0.6970954356846473,0.2752420470262794,0.02627939142461964
748,Had an incredible time hiking today! #thoughts,0,2023-03-06 19:45:00,User4026,Facebook,Monday,Evening,845,85,69,999,46,7,1,0,2,1,19,False,124.875,0.845,0.085,0.069
749,Best concert I’ve ever been to! #update,0,2023-03-11 18:10:00,User4222,Facebook,Saturday,Evening,767,130,51,948,39,7,1,0,3,1,18,True,118.5,0.8082191780821918,0.136986301369863,0.05374077976817703
750,Feeling grateful for amazing friends. #daily,0,2023-02-20 23:31:00,User6317,Instagram,Monday,Night,784,188,11,983,44,6,1,0,2,0,23,False,140.42857142857142,0.7967479674796748,0.1910569105691057,0.011178861788617886
751,Feeling grateful for amazing friends. #life,0,2023-02-04 14:41:00,User6741,Instagram,Saturday,Afternoon,433,96,12,541,43,6,1,0,2,0,14,True,77.28571428571429,0.7988929889298892,0.17712177121771217,0.02214022140221402
752,Best concert I’ve ever been to! #daily,0,2023-02-01 12:25:00,User9671,Instagram,Wednesday,Afternoon,613,25,74,712,38,7,1,0,3,1,12,False,89.0,0.8597475455820477,0.03506311360448808,0.10378681626928471
753,Feeling grateful for amazing friends. #life,0,2023-03-24 22:03:00,User6734,Facebook,Friday,Night,900,51,8,959,43,6,1,0,2,0,22,False,137.0,0.9375,0.053125,0.008333333333333333
754,Best concert I’ve ever been to! #thoughts,0,2023-01-28 08:03:00,User7658,Facebook,Saturday,Morning,555,105,24,684,41,7,1,0,3,1,8,True,85.5,0.8102189781021898,0.15328467153284672,0.035036496350364967
755,Loving the new phone update—super sleek! #life,0,2023-02-27 15:29:00,User2830,Facebook,Monday,Afternoon,416,191,92,699,46,7,1,0,3,1,15,False,87.375,0.5942857142857143,0.27285714285714285,0.13142857142857142
756,Loving the new phone update—super sleek! #daily,0,2023-02-11 13:14:00,User2236,Facebook,Saturday,Afternoon,193,88,41,322,47,7,1,0,3,1,13,True,40.25,0.5975232198142415,0.2724458204334365,0.12693498452012383
757,Loving the new phone update—super sleek! #thoughts,0,2023-03-10 13:49:00,User4958,Instagram,Friday,Afternoon,934,10,36,980,50,7,1,0,3,1,13,False,122.5,0.9520897043832823,0.010193679918450561,0.03669724770642202
758,Had an incredible time hiking today! #daily,0,2023-03-07 08:48:00,User3141,Instagram,Tuesday,Morning,118,151,85,354,43,7,1,0,2,1,8,False,44.25,0.3323943661971831,0.4253521126760563,0.23943661971830985
759,Feeling grateful for amazing friends. #life,0,2023-03-01 10:47:00,User9864,Facebook,Wednesday,Morning,148,189,72,409,43,6,1,0,2,0,10,False,58.42857142857143,0.36097560975609755,0.4609756097560976,0.17560975609756097
760,Can't stop smiling after that surprise party. #update,0,2023-03-24 20:56:00,User4534,Twitter,Friday,Evening,445,135,55,635,53,8,1,0,3,0,20,False,70.55555555555556,0.699685534591195,0.21226415094339623,0.08647798742138364
761,Best concert I’ve ever been to! #daily,0,2023-03-01 12:28:00,User9239,Instagram,Wednesday,Afternoon,74,5,9,88,38,7,1,0,3,1,12,False,11.0,0.8314606741573034,0.056179775280898875,0.10112359550561797
762,Can't stop smiling after that surprise party. #life,0,2023-02-04 17:12:00,User9661,Facebook,Saturday,Evening,997,62,47,1106,51,8,1,0,3,0,17,True,122.88888888888889,0.90063233965673,0.05600722673893405,0.04245709123757904
763,Feeling grateful for amazing friends. #update,0,2023-02-24 01:26:00,User6750,Facebook,Friday,Night,940,128,15,1083,45,6,1,0,2,0,1,False,154.71428571428572,0.8671586715867159,0.11808118081180811,0.013837638376383764
764,Feeling grateful for amazing friends. #mood,0,2023-03-19 08:09:00,User4523,Facebook,Sunday,Morning,518,170,48,736,43,6,1,0,2,0,8,True,105.14285714285714,0.7028493894165536,0.23066485753052918,0.06512890094979647
765,Feeling grateful for amazing friends. #daily,0,2023-03-21 05:50:00,User2282,Twitter,Tuesday,Morning,533,19,82,634,44,6,1,0,2,0,5,False,90.57142857142857,0.8393700787401575,0.029921259842519685,0.12913385826771653
766,Loving the new phone update—super sleek! #update,0,2023-03-21 03:44:00,User7639,Twitter,Tuesday,Night,614,166,42,822,48,7,1,0,3,1,3,False,102.75,0.7460510328068044,0.20170109356014582,0.05103280680437424
767,Had an incredible time hiking today! #update,0,2023-02-08 14:58:00,User4456,Facebook,Wednesday,Afternoon,200,193,60,453,44,7,1,0,2,1,14,False,56.625,0.44052863436123346,0.4251101321585903,0.13215859030837004
768,Best concert I’ve ever been to! #life,0,2023-03-02 02:14:00,User6462,Twitter,Thursday,Night,193,167,84,444,37,7,1,0,3,1,2,False,55.5,0.4337078651685393,0.3752808988764045,0.18876404494382024
769,Loving the new phone update—super sleek! #daily,0,2023-03-12 18:51:00,User3223,Instagram,Sunday,Evening,618,68,70,756,47,7,1,0,3,1,18,True,94.5,0.8163804491413474,0.08982826948480846,0.09247027741083223
770,Best concert I’ve ever been to! #life,0,2023-03-06 01:32:00,User8863,Facebook,Monday,Night,88,29,12,129,37,7,1,0,3,1,1,False,16.125,0.676923076923077,0.2230769230769231,0.09230769230769231
771,Best concert I’ve ever been to! #life,0,2023-03-16 09:33:00,User1639,Instagram,Thursday,Morning,158,28,2,188,37,7,1,0,3,1,9,False,23.5,0.8359788359788359,0.14814814814814814,0.010582010582010581
772,Feeling grateful for amazing friends. #mood,0,2023-03-15 07:11:00,User1107,Instagram,Wednesday,Morning,742,16,7,765,43,6,1,0,2,0,7,False,109.28571428571429,0.9686684073107049,0.020887728459530026,0.009138381201044387
773,Can't stop smiling after that surprise party. #life,0,2023-01-18 21:52:00,User9461,Facebook,Wednesday,Night,91,22,80,193,51,8,1,0,3,0,21,False,21.444444444444443,0.4690721649484536,0.1134020618556701,0.41237113402061853
774,Feeling grateful for amazing friends. #mood,0,2023-03-18 13:26:00,User7445,Instagram,Saturday,Afternoon,235,19,3,257,43,6,1,0,2,0,13,True,36.714285714285715,0.9108527131782945,0.07364341085271318,0.011627906976744186
775,Can't stop smiling after that surprise party. #thoughts,0,2023-01-28 17:18:00,User9707,Twitter,Saturday,Evening,984,31,3,1018,55,8,1,0,3,0,17,True,113.11111111111111,0.9656526005888125,0.03042198233562316,0.002944062806673209
776,Feeling grateful for amazing friends. #mood,0,2023-01-28 08:36:00,User7760,Facebook,Saturday,Morning,447,76,27,550,43,6,1,0,2,0,8,True,78.57142857142857,0.8112522686025408,0.13793103448275862,0.04900181488203267
777,Had an incredible time hiking today! #thoughts,0,2023-02-18 17:21:00,User8275,Instagram,Saturday,Evening,272,64,40,376,46,7,1,0,2,1,17,True,47.0,0.7214854111405835,0.16976127320954906,0.10610079575596817
778,Best concert I’ve ever been to! #update,0,2023-01-21 15:33:00,User4788,Facebook,Saturday,Afternoon,683,178,33,894,39,7,1,0,3,1,15,True,111.75,0.7631284916201118,0.19888268156424582,0.03687150837988827
779,Best concert I’ve ever been to! #daily,0,2023-01-25 13:06:00,User8136,Instagram,Wednesday,Afternoon,182,149,92,423,38,7,1,0,3,1,13,False,52.875,0.42924528301886794,0.35141509433962265,0.2169811320754717
780,Can't stop smiling after that surprise party. #update,0,2023-02-06 14:23:00,User1282,Twitter,Monday,Afternoon,212,97,1,310,53,8,1,0,3,0,14,False,34.44444444444444,0.6816720257234726,0.31189710610932475,0.003215434083601286
781,Loving the new phone update—super sleek! #thoughts,0,2023-01-31 05:36:00,User2409,Facebook,Tuesday,Morning,264,57,8,329,50,7,1,0,3,1,5,False,41.125,0.8,0.17272727272727273,0.024242424242424242
782,Feeling grateful for amazing friends. #life,0,2023-02-01 15:10:00,User8235,Twitter,Wednesday,Afternoon,782,12,32,826,43,6,1,0,2,0,15,False,118.0,0.9455864570737605,0.014510278113663845,0.03869407496977025
783,Feeling grateful for amazing friends. #mood,0,2023-03-24 18:45:00,User3216,Instagram,Friday,Evening,284,83,48,415,43,6,1,0,2,0,18,False,59.285714285714285,0.6826923076923077,0.19951923076923078,0.11538461538461539
784,Loving the new phone update—super sleek! #life,0,2023-02-16 18:00:00,User6116,Facebook,Thursday,Evening,892,31,4,927,46,7,1,0,3,1,18,False,115.875,0.9612068965517241,0.0334051724137931,0.004310344827586207
785,Feeling grateful for amazing friends. #thoughts,0,2023-01-27 05:54:00,User6049,Facebook,Friday,Morning,707,178,94,979,47,6,1,0,2,0,5,False,139.85714285714286,0.7214285714285714,0.1816326530612245,0.09591836734693877
786,Feeling grateful for amazing friends. #daily,0,2023-01-25 03:11:00,User2227,Facebook,Wednesday,Night,800,54,70,924,44,6,1,0,2,0,3,False,132.0,0.8648648648648649,0.05837837837837838,0.07567567567567568
787,Can't stop smiling after that surprise party. #mood,0,2023-01-21 00:33:00,User7809,Instagram,Saturday,Night,637,135,19,791,51,8,1,0,3,0,0,True,87.88888888888889,0.8042929292929293,0.17045454545454544,0.023989898989898988
788,Loving the new phone update—super sleek! #update,0,2023-02-17 05:21:00,User1429,Twitter,Friday,Morning,58,97,32,187,48,7,1,0,3,1,5,False,23.375,0.30851063829787234,0.5159574468085106,0.1702127659574468
789,Feeling grateful for amazing friends. #daily,0,2023-01-23 22:32:00,User5952,Twitter,Monday,Night,123,196,9,328,44,6,1,0,2,0,22,False,46.857142857142854,0.3738601823708207,0.5957446808510638,0.02735562310030395
790,Had an incredible time hiking today! #daily,0,2023-02-06 05:26:00,User9453,Instagram,Monday,Morning,541,176,12,729,43,7,1,0,2,1,5,False,91.125,0.7410958904109589,0.2410958904109589,0.01643835616438356
791,Had an incredible time hiking today! #update,0,2023-02-26 23:45:00,User7637,Facebook,Sunday,Night,962,185,11,1158,44,7,1,0,2,1,23,True,144.75,0.8300258843830889,0.15962036238136323,0.009490940465918895
792,Feeling grateful for amazing friends. #update,0,2023-02-18 23:52:00,User3149,Instagram,Saturday,Night,302,28,46,376,45,6,1,0,2,0,23,True,53.714285714285715,0.8010610079575596,0.07427055702917772,0.1220159151193634
793,Best concert I’ve ever been to! #mood,0,2023-02-21 10:45:00,User3241,Instagram,Tuesday,Morning,279,64,16,359,37,7,1,0,3,1,10,False,44.875,0.775,0.17777777777777778,0.044444444444444446
794,Had an incredible time hiking today! #life,0,2023-03-22 06:06:00,User7934,Instagram,Wednesday,Morning,568,126,1,695,42,7,1,0,2,1,6,False,86.875,0.8160919540229885,0.1810344827586207,0.0014367816091954023
795,Can't stop smiling after that surprise party. #mood,0,2023-02-11 20:09:00,User3278,Instagram,Saturday,Evening,223,135,63,421,51,8,1,0,3,0,20,True,46.77777777777778,0.5284360189573459,0.31990521327014215,0.14928909952606634
796,Feeling grateful for amazing friends. #daily,0,2023-01-18 11:09:00,User2372,Facebook,Wednesday,Morning,702,152,21,875,44,6,1,0,2,0,11,False,125.0,0.8013698630136986,0.1735159817351598,0.023972602739726026
797,Loving the new phone update—super sleek! #thoughts,0,2023-02-28 13:00:00,User7860,Facebook,Tuesday,Afternoon,217,50,30,297,50,7,1,0,3,1,13,False,37.125,0.7281879194630873,0.16778523489932887,0.10067114093959731
798,Loving the new phone update—super sleek! #mood,0,2023-01-16 10:11:00,User4166,Facebook,Monday,Morning,219,19,13,251,46,7,1,0,3,1,10,False,31.375,0.8690476190476191,0.07539682539682539,0.051587301587301584
799,Had an incredible time hiking today! #thoughts,0,2023-02-16 02:59:00,User3444,Facebook,Thursday,Night,442,157,34,633,46,7,1,0,2,1,2,False,79.125,0.6971608832807571,0.2476340694006309,0.05362776025236593
800,Feeling grateful for amazing friends. #update,0,2023-03-04 06:51:00,User4567,Instagram,Saturday,Morning,995,21,4,1020,45,6,1,0,2,0,6,True,145.71428571428572,0.9745347698334965,0.02056807051909892,0.0039177277179236044
801,Feeling grateful for amazing friends. #mood,0,2023-01-22 23:56:00,User1982,Instagram,Sunday,Night,844,130,28,1002,43,6,1,0,2,0,23,True,143.14285714285714,0.8414755732801595,0.1296111665004985,0.027916251246261216
802,Best concert I’ve ever been to! #thoughts,0,2023-01-21 11:58:00,User6142,Facebook,Saturday,Morning,683,88,95,866,41,7,1,0,3,1,11,True,108.25,0.7877739331026529,0.10149942329873125,0.10957324106113034
803,Can't stop smiling after that surprise party. #mood,0,2023-01-16 06:11:00,User3588,Twitter,Monday,Morning,243,13,59,315,51,8,1,0,3,0,6,False,35.0,0.7689873417721519,0.04113924050632911,0.18670886075949367
